time_min,replica,cpu_cores,hpa_threshold_cores,replica_count
11.50,synt24,0.00380,0.12500,1
11.50,synt25,0.00379,0.12500,1
11.50,synt26,0.00387,0.12500,1
11.50,synt27,0.00447,0.12500,1
11.50,synt28,0.00333,0.12500,1
11.50,synt29,0.00407,0.12500,1
11.75,2rq8p,0.00513,0.12500,1
11.75,7jgfk,0.00372,0.12500,1
11.75,8rcmm,0.00406,0.12500,1
11.75,c5km5,0.00288,0.12500,1
11.75,d9zpf,0.00436,0.12500,1
11.75,l4lxv,0.00427,0.12500,1
11.75,lnrpz,0.00242,0.12500,1
11.75,mhzzs,0.00239,0.12500,1
11.75,mw69c,0.00491,0.12500,1
11.75,synt10,0.00360,0.12500,1
11.75,synt11,0.00421,0.12500,1
11.75,synt12,0.00458,0.12500,1
11.75,synt13,0.00397,0.12500,1
11.75,synt14,0.00498,0.12500,1
11.75,synt15,0.00439,0.12500,1
11.75,synt16,0.00369,0.12500,1
11.75,synt17,0.00435,0.12500,1
11.75,synt18,0.00509,0.12500,1
11.75,synt19,0.00486,0.12500,1
11.75,synt20,0.00375,0.12500,1
11.75,synt21,0.00389,0.12500,1
11.75,synt22,0.00290,0.12500,1
11.75,synt23,0.00433,0.12500,1
11.75,synt24,0.00348,0.12500,1
11.75,synt25,0.00400,0.12500,1
11.75,synt26,0.00474,0.12500,1
11.75,synt27,0.00283,0.12500,1
11.75,synt28,0.00289,0.12500,1
11.75,synt29,0.00359,0.12500,1
12.00,2rq8p,0.00489,0.12500,1
12.00,7jgfk,0.00320,0.12500,1
12.00,8rcmm,0.00419,0.12500,1
12.00,c5km5,0.00400,0.12500,1
12.00,d9zpf,0.00571,0.12500,1
12.00,l4lxv,0.00293,0.12500,1
12.00,lnrpz,0.00234,0.12500,1
12.00,mhzzs,0.00414,0.12500,1
12.00,mw69c,0.00521,0.12500,1
12.00,synt10,0.00427,0.12500,1
12.00,synt11,0.00286,0.12500,1
12.00,synt12,0.00300,0.12500,1
12.00,synt13,0.00557,0.12500,1
12.00,synt14,0.00474,0.12500,1
12.00,synt15,0.00515,0.12500,1
12.00,synt16,0.00372,0.12500,1
12.00,synt17,0.00504,0.12500,1
12.00,synt18,0.00352,0.12500,1
12.00,synt19,0.00504,0.12500,1
12.00,synt20,0.00363,0.12500,1
12.00,synt21,0.00324,0.12500,1
12.00,synt22,0.00305,0.12500,1
12.00,synt23,0.00548,0.12500,1
12.00,synt24,0.00386,0.12500,1
12.00,synt25,0.00508,0.12500,1
12.00,synt26,0.00569,0.12500,1
12.00,synt27,0.00438,0.12500,1
12.00,synt28,0.00307,0.12500,1
12.00,synt29,0.00464,0.12500,1
